user_id,timestamp,content_id,answered_correctly,prior_question_elapsed_time,prior_question_elapsed_time,std_accu,time_total,action_total
11038066,14199666914,1253,1,18000.0,18000.0,0.7021604938271605,142000.0,2592
1283420,6287796324,10655,1,20000.0,20000.0,0.8287854467629748,246000.0,7476
2223671,491002068,6594,1,31750.0,31750.0,0.7363013698630136,79000.0,292
13832598,1559002610,6004,0,31000.0,31000.0,0.55,125000.0,380
15956793,18808024091,258,1,19000.0,19000.0,0.6728682170542636,300000.0,645
6413607,946795144,1297,1,21000.0,21000.0,0.6873436718359179,129000.0,1999
1282581,58144172934,11001,1,15500.0,15500.0,0.8059282996194672,300000.0,4993
18971157,4427173132,2301,1,17333.0,17333.0,0.7661996497373029,300000.0,3426
2134565,391676719,3196,1,56000.0,56000.0,0.8024691358024691,136000.0,324
16159973,9358567789,4010,0,24000.0,24000.0,0.5344352617079889,300000.0,3993
4421282,429252397,6661,1,61000.0,61000.0,0.7573275862068966,143000.0,6960
11815631,31573813409,7999,1,34000.0,34000.0,0.6476449275362319,300000.0,2208
178445,1133206,646,1,51750.0,51750.0,0.4444444444444444,51750.0,54
11421326,592542471,511,0,23000.0,23000.0,0.6630705394190871,300000.0,2410
3016994,421049483,2027,0,2000.0,2000.0,0.6035502958579881,181000.0,507
17025111,1988154049,3633,1,16000.0,16000.0,0.6539130434782608,201000.0,575
6812883,11334965542,8280,1,4000.0,4000.0,0.48954895489548955,296000.0,2727
5401739,12141529375,201,1,16000.0,16000.0,0.6780607685433423,300000.0,4476
4324252,175646075,911,1,19000.0,19000.0,0.7053291536050157,180000.0,1914
19581779,2192006555,9494,0,67000.0,67000.0,0.7008689839572193,190800.0,2992
13134,16926312982,12119,1,18000.0,18000.0,0.7063555913113435,84000.0,1243
3783498,2227713953,5412,0,63000.0,63000.0,0.6923076923076923,105000.0,650
13928043,12086208,438,1,16000.0,16000.0,0.7245696400625978,251000.0,1278
2034673,30477706305,11606,1,29000.0,29000.0,0.7252173913043478,127400.0,575
934487,10266845231,8612,0,11000.0,11000.0,0.6966292134831461,83000.0,89
5923971,1259669324,6449,0,13000.0,13000.0,0.6686798964624676,300000.0,1159
8997668,1731923320,10136,1,68250.0,68250.0,0.7118914604948124,221000.0,1253
12172461,10484833225,4013,0,29000.0,29000.0,0.46397379912663755,220000.0,916
11910614,4634770059,6386,1,8000.0,8000.0,0.6760303937370481,137000.0,4343
17883065,32110494568,746,0,15000.0,15000.0,0.7624309392265194,98000.0,362
1765772,7824588,4147,0,36000.0,36000.0,0.5857814336075206,172000.0,1702
12138080,17060477389,8599,0,10000.0,10000.0,0.6341463414634146,33000.0,164
11445527,2751947810,6005,1,61000.0,61000.0,0.5705426356589147,133000.0,645
11610328,26792179546,10591,0,20000.0,20000.0,0.7729357798165137,300000.0,6540
6680475,9203082716,3425,1,7000.0,7000.0,0.7263581488933601,296000.0,1491
3770381,91531551,6868,1,19000.0,19000.0,0.6771653543307087,109200.0,127
5367469,2431196420,5246,1,15000.0,15000.0,0.629872794419368,102000.0,2437
7715608,130321,5498,0,32000.0,32000.0,0.6190476190476191,67000.0,21
2041025,10648525662,1391,1,22000.0,22000.0,0.6850103615012664,300000.0,4343
5401739,8654058838,617,1,19000.0,19000.0,0.6780607685433423,300000.0,4476
3036393,50229371,324,0,23000.0,23000.0,0.6428571428571429,74000.0,70
3920956,2781585173,1218,1,16000.0,16000.0,0.698038241867395,249800.0,4027
11496316,2876934249,8481,1,49000.0,49000.0,0.6110526315789474,300000.0,1900
141455,6122996946,5579,1,9000.0,9000.0,0.691832229580574,95800.0,2265
1084314,12830760003,195,1,21000.0,21000.0,0.754350465398624,300000.0,2471
20835265,72493803,5236,0,21000.0,21000.0,0.6172839506172839,186000.0,486
15811757,404812498,371,1,19000.0,19000.0,0.6521739130434783,77000.0,322
15787384,445132,2595,1,21333.0,21333.0,0.4,70000.0,30
9097620,7691665729,5331,1,27000.0,27000.0,0.6860254083484574,146000.0,1653
7756277,897637803,3350,1,25333.0,25333.0,0.6517241379310345,130000.0,580
12430812,14922816,964,0,17000.0,17000.0,0.6353711790393013,118200.0,3206
2073472,15803747559,5752,1,31000.0,31000.0,0.6590909090909091,186000.0,396
141455,5084911232,10256,0,21750.0,21750.0,0.691832229580574,95800.0,2265
18122922,9107262034,730,0,20000.0,20000.0,0.7080803992985296,210000.0,7413
7378974,1642407012,5590,1,14000.0,14000.0,0.7668711656441718,86000.0,163
12497062,8552700149,1437,0,16000.0,16000.0,0.6394293125810635,300000.0,1542
10223055,27901064586,9557,1,300000.0,300000.0,0.591793041926851,300000.0,5605
8374452,923819,7981,1,25000.0,25000.0,0.6266666666666667,52000.0,75
16749302,17362566155,9025,1,8000.0,8000.0,0.7241051631295534,120000.0,3157
14544228,188765,5072,0,30000.0,30000.0,0.4782608695652174,76000.0,23
12439940,1114642200,6128,1,17000.0,17000.0,0.5618131868131868,196000.0,728
1864702,2162320813,2083,1,31000.0,31000.0,0.6781940441882806,120000.0,4164
4135123,42949925270,414,1,15000.0,15000.0,0.5902075572112826,300000.0,1879
16159973,11256494809,8793,0,24000.0,24000.0,0.5344352617079889,300000.0,3993
19489973,15504237235,2098,1,3333.0,3333.0,0.6633338796918538,300000.0,6101
10628740,443907592,10138,1,40000.0,40000.0,0.7282051282051282,119800.0,390
6413607,921829208,11568,1,93500.0,93500.0,0.6873436718359179,129000.0,1999
6610089,5100297575,10595,1,32000.0,32000.0,0.6986915217780965,300000.0,5579
4742725,900665438,5551,1,18000.0,18000.0,0.6487267473361026,300000.0,5537
24418,7312039297,1337,1,10000.0,10000.0,0.6902753461722108,122200.0,6283
10493837,1006365,7218,0,39500.0,39500.0,0.3,39500.0,30
9187517,420515280,2544,1,5333.0,5333.0,0.664,300000.0,750
5367469,513783004,4464,1,13000.0,13000.0,0.629872794419368,102000.0,2437
5401739,5458335666,6173,1,11000.0,11000.0,0.6780607685433423,300000.0,4476
14056377,620526,3363,1,44333.0,44333.0,0.23333333333333334,44333.0,30
11337066,52076241697,4446,0,51000.0,51000.0,0.6093394077448747,248000.0,878
7511104,948768128,6359,1,28000.0,28000.0,0.6942675159235668,151000.0,471
19687304,0,4712,0,,,0.6,48000.0,20
2035385,407770,2593,0,8333.0,8333.0,0.6458333333333334,90000.0,96
3624867,1294799,8525,1,14000.0,14000.0,0.7005917159763314,176000.0,1690
14255025,276627564,8957,1,4000.0,4000.0,0.6318840579710145,58000.0,345
983864,3379850671,4078,1,6000.0,6000.0,0.5876623376623377,136000.0,308
3002493,10570759025,1286,1,25000.0,25000.0,0.5982142857142857,300000.0,112
12430812,1389898451,9009,0,18000.0,18000.0,0.6353711790393013,118200.0,3206
3824269,30870160865,2060,0,11666.0,11666.0,0.693184461502675,128000.0,4299
1533993,27564604963,684,0,17000.0,17000.0,0.7035110533159948,94000.0,769
20814286,270990337,6909,1,55500.0,55500.0,0.6585928489042676,130800.0,867
7051394,6683791079,6686,1,4000.0,4000.0,0.8396135265700483,257000.0,5175
15441391,36867140088,9885,1,17000.0,17000.0,0.6327193932827736,300000.0,6461
8389134,4360309506,9315,1,30000.0,30000.0,0.7275092936802974,110000.0,2690
8742163,2590153160,10674,1,23000.0,23000.0,0.7918622848200313,55750.0,639
5587504,5620772107,12040,1,16000.0,16000.0,0.8375634517766497,103000.0,2561
18171938,1414593,822,1,15000.0,15000.0,0.5135135135135135,40000.0,111
3270696,1181314787,5847,1,25000.0,25000.0,0.7141304347826087,88000.0,920
12834484,2227004041,5029,1,7000.0,7000.0,0.6177231565329884,143000.0,1546
8421928,34982044738,8611,1,27000.0,27000.0,0.5598118279569892,300000.0,1488
6935697,5834572711,6426,1,8000.0,8000.0,0.5800942285041225,83000.0,1698
11817171,10714137914,2210,1,25666.0,25666.0,0.718683197947841,272000.0,2339
18339827,29108611349,2838,1,23666.0,23666.0,0.6079836233367452,217000.0,977
16715137,969251776,3650,0,43000.0,43000.0,0.5044883303411131,300000.0,1114
2722402,5212305583,4074,1,89000.0,89000.0,0.7358653431160984,138000.0,2317
19594546,4483180121,4925,1,34000.0,34000.0,0.7041420118343196,125333.0,5070
6857368,6361513984,3076,0,32000.0,32000.0,0.5758032128514057,77000.0,1992
15622198,1822302489,3273,1,37333.0,37333.0,0.7020311933260791,300000.0,5514
13637966,25246214672,920,1,8000.0,8000.0,0.781854569713142,179000.0,1499
20566119,5225906010,2293,0,23000.0,23000.0,0.754601226993865,56250.0,489
19594546,158259009,2657,0,17333.0,17333.0,0.7041420118343196,125333.0,5070
2475583,9096565154,554,1,20000.0,20000.0,0.7141301388510755,210000.0,3673
15894154,5083269289,5835,1,37000.0,37000.0,0.6879356568364611,64000.0,1865
20719506,20727641627,4423,0,26000.0,26000.0,0.6429305032523108,86000.0,2921
20646079,2606484848,6309,1,20000.0,20000.0,0.6771263418662262,300000.0,1211
4498487,26246400537,5778,0,32000.0,32000.0,0.7012378721980596,300000.0,2989
7305583,3969116477,4807,0,9000.0,9000.0,0.7283236994219653,300000.0,1903
17368534,88461061,2409,1,26000.0,26000.0,0.5657894736842105,142000.0,228
10337457,9890384528,6902,0,21000.0,21000.0,0.6376554174067496,112000.0,563
3838215,15999348692,5791,1,12000.0,12000.0,0.7570604761200651,300000.0,6763
13549263,13167,4773,1,41000.0,41000.0,0.55,41000.0,20
9970282,543837290,11024,0,57200.0,57200.0,0.8217213114754098,88600.0,976
20365261,1346324390,62,0,21000.0,21000.0,0.5515695067264574,112000.0,446
6413607,919012950,6961,0,68200.0,68200.0,0.6873436718359179,129000.0,1999
2210934,615051208,1029,0,22000.0,22000.0,0.5635673624288425,300000.0,527
9678259,1785757415,9212,1,19000.0,19000.0,0.6776750330250991,108000.0,1514
141455,6985012314,4141,1,14000.0,14000.0,0.691832229580574,95800.0,2265
9150059,1263869375,6561,1,39000.0,39000.0,0.7103942652329749,111000.0,1395
4421282,1100404181,5697,0,16000.0,16000.0,0.7573275862068966,143000.0,6960
4742725,1414072956,6549,1,5500.0,5500.0,0.6487267473361026,300000.0,5537
14433595,2894299475,8190,1,4000.0,4000.0,0.5167464114832536,108000.0,209
12345864,1240688,6909,0,18000.0,18000.0,0.2,46000.0,30
13383099,29034375381,8746,1,7000.0,7000.0,0.5454545454545454,289000.0,2420
4288302,1454062707,4569,1,10000.0,10000.0,0.6500802568218299,77000.0,623
15870746,6792093792,405,1,17000.0,17000.0,0.6661045531197302,300000.0,593
11316849,1406710892,2504,0,39000.0,39000.0,0.510593220338983,300000.0,472
12680635,8119446755,4141,0,19000.0,19000.0,0.6599326599326599,42000.0,297
20159786,2164794954,937,1,22000.0,22000.0,0.705073086844368,96200.0,1163
3841248,3091517285,6625,0,18000.0,18000.0,0.3798449612403101,139000.0,129
459017,1629983867,1125,1,15000.0,15000.0,0.8138297872340425,91000.0,752
9063293,25657862928,2606,1,26000.0,26000.0,0.7727580754461261,214000.0,4427
18673996,0,7900,1,,,0.2692307692307692,36333.0,26
19655135,7780625286,2641,1,24000.0,24000.0,0.7194363862411935,84000.0,2413
5294077,1271499975,8456,1,61000.0,61000.0,0.7478753541076487,208000.0,353
712805,1470755202,5335,1,23000.0,23000.0,0.6433823529411765,139000.0,544
8450063,4237527496,4695,1,19000.0,19000.0,0.6098200899550225,300000.0,2668
2891629,5376766781,1061,1,16000.0,16000.0,0.698184888138455,244000.0,2369
16200459,1059412864,7777,1,36500.0,36500.0,0.6699507389162561,72200.0,203
3270696,4549296113,262,1,16000.0,16000.0,0.7141304347826087,88000.0,920
6146089,904175635,157,1,22000.0,22000.0,0.32414126753749395,82250.0,2067
18454912,870741,4424,0,64000.0,64000.0,0.5454545454545454,91000.0,77
2433088,4322463130,1165,0,15000.0,15000.0,0.5949562532166752,105000.0,3886
18058955,88907,4706,0,46000.0,46000.0,0.6,64000.0,20
15428124,3201264921,10907,0,26250.0,26250.0,0.49345715491768677,300000.0,4738
14909098,1091676163,4020,0,19000.0,19000.0,0.6348547717842323,195000.0,482
10337457,9838365016,3638,1,0.0,0.0,0.6376554174067496,112000.0,563
18971678,14034518156,9151,0,27000.0,27000.0,0.35294117647058826,58000.0,34
11421326,5257107417,6880,0,57000.0,57000.0,0.6630705394190871,300000.0,2410
16537938,23831538738,7969,1,24000.0,24000.0,0.7290291024700416,300000.0,4089
5397974,3608218646,6345,0,17000.0,17000.0,0.6996521066872826,300000.0,2587
14239367,351781844,8037,1,56500.0,56500.0,0.7,82000.0,120
7634220,1139703456,4491,0,15000.0,15000.0,0.6156583629893239,44000.0,281
16213191,1237391182,2872,1,24666.0,24666.0,0.6656217345872518,168400.0,1914
7051394,2512820386,6095,0,25000.0,25000.0,0.8396135265700483,257000.0,5175
3838215,12894887261,1889,1,22000.0,22000.0,0.7570604761200651,300000.0,6763
6610089,6139908190,2692,1,162000.0,162000.0,0.6986915217780965,300000.0,5579
20719506,10077730090,4488,1,25000.0,25000.0,0.6429305032523108,86000.0,2921
4028031,921759,2064,1,17000.0,17000.0,0.7448979591836735,74250.0,98
9335227,173456761,4754,1,30000.0,30000.0,0.6731301939058172,89000.0,361
17341094,82918890,9247,0,16000.0,16000.0,0.6470588235294118,76000.0,51
15622198,2484510628,10716,1,12333.0,12333.0,0.7020311933260791,300000.0,5514
4742725,1687317255,9676,1,13000.0,13000.0,0.6487267473361026,300000.0,5537
19594546,4055102476,2779,1,666.0,666.0,0.7041420118343196,125333.0,5070
17174979,12310744545,1724,0,15000.0,15000.0,0.7577464788732394,300000.0,1420
4421282,11281630598,10542,1,22000.0,22000.0,0.7573275862068966,143000.0,6960
7063331,7137719668,10361,0,36250.0,36250.0,0.6349693251533742,175000.0,1304
3180340,8317866091,7344,1,8000.0,8000.0,0.7318652849740933,90600.0,772
3559994,161441015,234,1,15000.0,15000.0,0.6575931232091691,240000.0,698
20719506,17581626297,2532,1,27666.0,27666.0,0.6429305032523108,86000.0,2921
9418512,11309080310,4986,1,17000.0,17000.0,0.6088693017490704,300000.0,7261
17906931,241233489,10071,1,31750.0,31750.0,0.5986394557823129,177000.0,441
11815631,31573485451,6058,1,44000.0,44000.0,0.6476449275362319,300000.0,2208
16749302,12940951967,1613,1,35000.0,35000.0,0.7241051631295534,120000.0,3157
18933073,16150833603,4413,1,10000.0,10000.0,0.4375,54000.0,32
20814286,269065414,3443,0,37000.0,37000.0,0.6585928489042676,130800.0,867
11610328,21942514923,10696,0,19333.0,19333.0,0.7729357798165137,300000.0,6540
8558315,4473891300,6705,1,49750.0,49750.0,0.7086167800453514,110000.0,1764
20787321,29800256672,703,1,16000.0,16000.0,0.746586564718733,128800.0,1831
6177254,865928684,5164,1,63000.0,63000.0,0.6523255813953488,100000.0,860
14716430,62191515,6757,1,12000.0,12000.0,0.7718832891246684,66600.0,754
9418512,40519564935,5443,1,34000.0,34000.0,0.6088693017490704,300000.0,7261
16253345,957613863,8391,1,7000.0,7000.0,0.5090016366612111,133000.0,611
8414391,5064969699,725,0,23000.0,23000.0,0.7007874015748031,89000.0,127
24418,10539026865,4704,0,20000.0,20000.0,0.6902753461722108,122200.0,6283
18627342,902916194,11299,0,13000.0,13000.0,0.613960113960114,90600.0,702
9442359,14232545,962,0,17000.0,17000.0,0.5360824742268041,57666.0,97
6699502,10281300148,9542,1,15000.0,15000.0,0.7168674698795181,154000.0,664
12497062,8851133954,9910,0,32000.0,32000.0,0.6394293125810635,300000.0,1542
14102069,14971933875,6246,1,53000.0,53000.0,0.5092592592592593,63000.0,108
19314073,647062,4754,1,19000.0,19000.0,0.5,83000.0,38
3972985,2076225770,190,1,24000.0,24000.0,0.7959667852906287,81600.0,1686
2041025,1369464404,3348,0,32333.0,32333.0,0.6850103615012664,300000.0,4343
20719506,22265760413,8663,0,32500.0,32500.0,0.6429305032523108,86000.0,2921
19299125,692739016,5602,1,19000.0,19000.0,0.6993432254925809,92000.0,4111
12968369,52834,175,1,22000.0,22000.0,0.5,47750.0,72
15963574,16303716470,5650,0,41000.0,41000.0,0.716485321289263,69000.0,4871
10873212,45355297,587,0,14000.0,14000.0,0.7120418848167539,179000.0,382
17082200,411985301,7712,1,65600.0,65600.0,0.6941309255079007,95400.0,886
7533242,429053371,3076,1,21333.0,21333.0,0.7417061611374408,107000.0,2532
17771134,1985269400,6152,0,27000.0,27000.0,0.6908177905308465,279000.0,2788
9129314,142040513,7942,0,24000.0,24000.0,0.6440793976728268,300000.0,1461
15434997,4662134182,5713,1,5000.0,5000.0,0.6238805970149254,70000.0,670
1534072,4931688256,10221,1,46500.0,46500.0,0.7141377524598653,96000.0,1931
24418,11201134998,3618,1,30000.0,30000.0,0.6902753461722108,122200.0,6283
13757870,393935812,5385,1,38000.0,38000.0,0.6246648793565683,98000.0,373
4761854,776759,6879,1,17000.0,17000.0,0.58,49000.0,50
14551818,607716,175,0,19000.0,19000.0,0.6944444444444444,51200.0,108
480368,32815121033,1326,1,21000.0,21000.0,0.6851851851851852,181000.0,54
20693956,1490248838,5390,1,11000.0,11000.0,0.7844355133357691,300000.0,2737
13383099,614805,4492,1,38666.0,38666.0,0.5454545454545454,289000.0,2420
8808883,20119953139,300,1,18000.0,18000.0,0.686671862821512,110600.0,2566
15568723,2182309597,6839,1,20500.0,20500.0,0.7101412066752246,120800.0,3895
4417578,4496208666,2764,1,22000.0,22000.0,0.6954459203036053,92000.0,1054
11702371,14090614374,10036,1,42750.0,42750.0,0.527570259694059,300000.0,2811
8450063,9338011193,3078,1,28000.0,28000.0,0.6098200899550225,300000.0,2668
13770295,86908191,5241,1,5000.0,5000.0,0.7320574162679426,97000.0,209
7964858,11405567032,10638,1,22000.0,22000.0,0.5269658295594895,206000.0,2429
16537938,22720969544,4030,1,8000.0,8000.0,0.7290291024700416,300000.0,4089
17771134,4393499770,558,1,18000.0,18000.0,0.6908177905308465,279000.0,2788
3233182,1996339249,8965,1,20000.0,20000.0,0.6758589511754068,300000.0,4424
12242396,1134824345,3610,1,19000.0,19000.0,0.6504065040650406,94000.0,492
4108706,6735104473,424,1,15000.0,15000.0,0.7180910099889012,93000.0,901
4109418,442321337,6101,1,18000.0,18000.0,0.7211093990755008,147000.0,649
15631705,364933607,728,1,17000.0,17000.0,0.761602538675129,79000.0,2521
19492810,324221731,5498,1,47000.0,47000.0,0.7,86000.0,720
11815631,30312699274,8427,0,11000.0,11000.0,0.6476449275362319,300000.0,2208
6925484,248973,4495,1,17000.0,17000.0,0.4,50000.0,20
6911824,666197,6370,0,18000.0,18000.0,0.5511811023622047,41500.0,127
14909098,499327,6451,0,21000.0,21000.0,0.6348547717842323,195000.0,482
18122922,8247030336,3492,1,16000.0,16000.0,0.7080803992985296,210000.0,7413
12454482,56353780077,9102,1,19000.0,19000.0,0.6170212765957447,87750.0,188
17098229,31540526748,6869,1,31500.0,31500.0,0.41003671970624234,200000.0,817
19345132,15709235,5675,1,7000.0,7000.0,0.7207446808510638,238000.0,376
13637966,28531852021,5207,1,29000.0,29000.0,0.781854569713142,179000.0,1499
16616604,1664252870,5549,1,22000.0,22000.0,0.5431235431235432,141000.0,1287
3259772,28703411067,721,1,18000.0,18000.0,0.6134185303514377,115000.0,313
19381937,596975359,1680,1,15000.0,15000.0,0.5919938414164743,72600.0,1299
9052984,599413915,1797,0,23333.0,23333.0,0.3913738019169329,300000.0,626
9389788,36189655,5717,1,4000.0,4000.0,0.5555555555555556,29000.0,54
15949852,1315000,6173,0,30000.0,30000.0,0.5,68000.0,52
18249504,9057047591,5949,0,32000.0,32000.0,0.5333333333333333,36500.0,60
1533993,1539521948,1313,0,8000.0,8000.0,0.7035110533159948,94000.0,769
2546612,2527711,220,0,20000.0,20000.0,0.673728813559322,181000.0,236
4417578,1128105999,11586,1,23333.0,23333.0,0.6954459203036053,92000.0,1054
12226292,16034299559,6083,1,68000.0,68000.0,0.6974153297682709,191000.0,2244
10223055,6908578853,1100,1,16000.0,16000.0,0.591793041926851,300000.0,5605
18389702,1352485365,6625,1,38750.0,38750.0,0.5988888888888889,83400.0,900
8450063,10656409902,8262,1,23000.0,23000.0,0.6098200899550225,300000.0,2668
19836663,218042768,10580,1,20000.0,20000.0,0.7539242843951985,300000.0,2166
16065258,3962756698,5584,0,10000.0,10000.0,0.6416906820365034,191000.0,1041
4306379,1037824558,6878,1,12000.0,12000.0,0.7358339984038308,300000.0,1253
8029051,1189540157,294,0,16000.0,16000.0,0.6523297491039427,26000.0,279
713424,1313414782,6860,0,29250.0,29250.0,0.5748792270531401,51333.0,207
4742725,62436300,4141,1,18000.0,18000.0,0.6487267473361026,300000.0,5537
5365886,22995585883,6179,1,19000.0,19000.0,0.7,140000.0,3080
